trip_id,duration,start_time,end_time,start_station,start_lat,start_lon,end_station,end_lat,end_lon,bike_id,plan_duration,trip_route_category,passholder_type,bike_type
475626068,46,1/1/2025 2:11,1/1/2025 2:57,4215,34.014309,-118.491341,4215,34.014309,-118.491341,12354,1,Round Trip,One Day Pass,standard
475633311,79,1/1/2025 2:37,1/1/2025 3:56,3030,34.051941,-118.24353,4523,34.068748,-118.30928,29875,1,One Way,One Day Pass,electric
475625926,4,1/1/2025 2:39,1/1/2025 2:43,3026,34.063179,-118.24588,3078,34.064281,-118.238937,05888,1,One Way,Walk-up,standard
475625925,4,1/1/2025 2:39,1/1/2025 2:43,3026,34.063179,-118.24588,3078,34.064281,-118.238937,06330,1,One Way,Walk-up,standard
475626050,15,1/1/2025 2:39,1/1/2025 2:54,4578,34.04298,-118.252953,4578,34.04298,-118.252953,13931,30,Round Trip,Monthly Pass,standard
475633181,18,1/1/2025 3:06,1/1/2025 3:24,4405,34.051899,-118.293678,4275,34.01252,-118.285896,28788,30,One Way,Monthly Pass,electric
475669535,325,1/1/2025 3:09,1/1/2025 8:34,4204,33.988419,-118.45163,4545,33.95879,-118.44828,22297,30,One Way,Monthly Pass,electric
475685528,415,1/1/2025 3:14,1/1/2025 10:09,4302,34.092491,-118.291443,4439,34.090969,-118.286247,19331,30,One Way,Monthly Pass,electric
475640262,14,1/1/2025 3:49,1/1/2025 4:03,3062,34.047749,-118.243172,3011,34.041119,-118.26796,15236,365,One Way,Annual Pass,standard
475647302,46,1/1/2025 4:19,1/1/2025 5:05,4578,34.04298,-118.252953,4578,34.04298,-118.252953,25355,30,Round Trip,Monthly Pass,electric
475640348,10,1/1/2025 4:38,1/1/2025 4:48,4493,34.090279,-118.277191,4406,34.101891,-118.300613,06260,1,One Way,Walk-up,standard
475647359,22,1/1/2025 5:00,1/1/2025 5:22,3047,34.039982,-118.266403,3062,34.047749,-118.243172,13774,365,One Way,Annual Pass,standard
475647444,40,1/1/2025 5:04,1/1/2025 5:44,4549,34.022449,-118.438332,4546,34.031399,-118.453629,24065,30,One Way,Monthly Pass,electric
475647413,3,1/1/2025 5:36,1/1/2025 5:39,3056,34.03746,-118.265381,3047,34.039982,-118.266403,12286,30,One Way,Monthly Pass,standard
475654528,53,1/1/2025 5:40,1/1/2025 6:33,3047,34.039982,-118.266403,3033,34.040989,-118.255798,25866,30,One Way,Monthly Pass,electric
475654448,7,1/1/2025 6:09,1/1/2025 6:16,4555,34.005871,-118.429161,4553,33.99958,-118.44136,12018,30,One Way,Monthly Pass,standard
475654470,2,1/1/2025 6:17,1/1/2025 6:19,4553,33.99958,-118.44136,4553,33.99958,-118.44136,23516,30,Round Trip,Monthly Pass,electric
475654550,15,1/1/2025 6:20,1/1/2025 6:35,4553,33.99958,-118.44136,4209,33.996239,-118.477448,26417,30,One Way,Monthly Pass,electric
475654644,19,1/1/2025 6:33,1/1/2025 6:52,3033,34.040989,-118.255798,3034,34.042061,-118.263382,25866,30,One Way,Monthly Pass,electric
475654677,6,1/1/2025 6:50,1/1/2025 6:56,4644,34.061859,-118.45002,4643,34.07262,-118.44944,23955,30,One Way,Monthly Pass,electric
475661646,7,1/1/2025 6:56,1/1/2025 7:03,3034,34.042061,-118.263382,3047,34.039982,-118.266403,25866,30,One Way,Monthly Pass,electric
475661707,6,1/1/2025 7:07,1/1/2025 7:13,4643,34.07262,-118.44944,4487,34.062111,-118.446922,20014,30,One Way,Monthly Pass,standard
475661761,11,1/1/2025 7:09,1/1/2025 7:20,3035,34.048401,-118.260948,3047,34.039982,-118.266403,13737,30,One Way,Monthly Pass,standard
475661855,20,1/1/2025 7:10,1/1/2025 7:30,4306,34.057652,-118.292183,4628,34.05978,-118.288544,20082,30,One Way,Monthly Pass,standard
475661800,4,1/1/2025 7:20,1/1/2025 7:24,3047,34.039982,-118.266403,3047,34.039982,-118.266403,30090,30,Round Trip,Monthly Pass,electric
475662085,26,1/1/2025 7:24,1/1/2025 7:50,4210,33.984341,-118.47155,4214,33.99556,-118.481552,29290,365,One Way,Annual Pass,electric
475662158,29,1/1/2025 7:25,1/1/2025 7:54,3047,34.039982,-118.266403,3035,34.048401,-118.260948,25866,30,One Way,Monthly Pass,electric
475661982,9,1/1/2025 7:33,1/1/2025 7:42,4556,34.009022,-118.425011,4575,34.000309,-118.402527,25581,30,One Way,Monthly Pass,electric
475661939,3,1/1/2025 7:35,1/1/2025 7:38,4510,34.077351,-118.264549,4494,34.075981,-118.256012,15703,365,One Way,Annual Pass,standard
475662112,10,1/1/2025 7:42,1/1/2025 7:52,4494,34.075981,-118.256012,3014,34.05661,-118.237213,15703,365,One Way,Annual Pass,standard
475662180,6,1/1/2025 7:49,1/1/2025 7:55,4454,34.017899,-118.291718,4275,34.01252,-118.285896,12190,30,One Way,Monthly Pass,standard
475662213,6,1/1/2025 7:51,1/1/2025 7:57,4214,33.99556,-118.481552,4210,33.984341,-118.47155,29290,365,One Way,Annual Pass,electric
475669365,20,1/1/2025 7:56,1/1/2025 8:16,4275,34.01252,-118.285896,3011,34.041119,-118.26796,28788,30,One Way,Monthly Pass,electric
475669445,22,1/1/2025 8:02,1/1/2025 8:24,4473,34.07159,-118.282288,4474,34.110031,-118.287163,24636,1,One Way,One Day Pass,electric
475669284,5,1/1/2025 8:02,1/1/2025 8:07,4304,34.06258,-118.290092,4311,34.059689,-118.294662,12366,30,One Way,Monthly Pass,standard
475669603,34,1/1/2025 8:08,1/1/2025 8:42,3035,34.048401,-118.260948,3064,34.046131,-118.257591,25866,30,One Way,Monthly Pass,electric
475669480,11,1/1/2025 8:17,1/1/2025 8:28,3011,34.041119,-118.26796,3008,34.046612,-118.262733,28788,30,One Way,Monthly Pass,electric
475676812,47,1/1/2025 8:18,1/1/2025 9:05,4209,33.996239,-118.477448,4209,33.996239,-118.477448,26417,30,Round Trip,Monthly Pass,electric
475669583,19,1/1/2025 8:21,1/1/2025 8:40,4216,34.023392,-118.479637,4562,34.02697,-118.428207,22538,30,One Way,Monthly Pass,electric
475669645,11,1/1/2025 8:33,1/1/2025 8:44,3047,34.039982,-118.266403,4578,34.04298,-118.252953,30090,30,One Way,Monthly Pass,electric
475677563,45,1/1/2025 8:41,1/1/2025 9:26,3008,34.046612,-118.262733,3047,34.039982,-118.266403,28788,30,One Way,Monthly Pass,electric
475669762,13,1/1/2025 8:43,1/1/2025 8:56,4538,34.06543,-118.308823,4312,34.06699,-118.290878,05826,30,One Way,Monthly Pass,standard
475677202,33,1/1/2025 8:43,1/1/2025 9:16,3064,34.046131,-118.257591,3047,34.039982,-118.266403,25866,30,One Way,Monthly Pass,electric
475669742,9,1/1/2025 8:46,1/1/2025 8:55,4578,34.04298,-118.252953,3030,34.051941,-118.24353,25355,30,One Way,Monthly Pass,electric
475677534,33,1/1/2025 8:52,1/1/2025 9:25,4562,34.02697,-118.428207,4487,34.062111,-118.446922,22538,30,One Way,Monthly Pass,electric
475676765,8,1/1/2025 8:55,1/1/2025 9:03,3030,34.051941,-118.24353,3028,34.058319,-118.246094,25355,30,One Way,Monthly Pass,electric
475677035,16,1/1/2025 8:56,1/1/2025 9:12,4401,34.075611,-118.291862,4472,34.092602,-118.28093,05910,30,One Way,Monthly Pass,standard
475688992,123,1/1/2025 8:57,1/1/2025 11:00,4548,34.026829,-118.393517,4548,34.026829,-118.393517,22175,1,Round Trip,Walk-up,electric
475687417,111,1/1/2025 8:59,1/1/2025 10:50,4548,34.026829,-118.393517,4572,34.02948,-118.410469,24053,1,One Way,Walk-up,electric
475676956,9,1/1/2025 9:01,1/1/2025 9:10,4578,34.04298,-118.252953,4491,34.04744,-118.24794,15858,30,One Way,Monthly Pass,standard
475676769,1,1/1/2025 9:02,1/1/2025 9:03,4545,33.95879,-118.44828,4545,33.95879,-118.44828,22297,1,Round Trip,One Day Pass,electric
475686200,85,1/1/2025 9:03,1/1/2025 10:28,3028,34.058319,-118.246094,4491,34.04744,-118.24794,19289,30,One Way,Monthly Pass,electric
475676908,4,1/1/2025 9:04,1/1/2025 9:08,4578,34.04298,-118.252953,4491,34.04744,-118.24794,30090,30,One Way,Monthly Pass,electric
475677209,5,1/1/2025 9:11,1/1/2025 9:17,4514,34.046211,-118.451172,4515,34.039742,-118.442268,13692,30,One Way,Monthly Pass,standard
475685878,62,1/1/2025 9:16,1/1/2025 10:18,4214,33.99556,-118.481552,4214,33.99556,-118.481552,06352,365,Round Trip,Annual Pass,standard
475685678,55,1/1/2025 9:18,1/1/2025 10:13,3047,34.039982,-118.266403,4315,34.054031,-118.27092,13737,30,One Way,Monthly Pass,standard
475687376,90,1/1/2025 9:19,1/1/2025 10:49,4211,33.984928,-118.469963,4211,33.984928,-118.469963,20058,1,Round Trip,Walk-up,standard
475685830,55,1/1/2025 9:22,1/1/2025 10:17,4211,33.984928,-118.469963,4211,33.984928,-118.469963,15782,1,Round Trip,Walk-up,standard
475678339,27,1/1/2025 9:25,1/1/2025 9:52,4491,34.04744,-118.24794,4491,34.04744,-118.24794,15858,30,Round Trip,Monthly Pass,standard
475685599,45,1/1/2025 9:26,1/1/2025 10:11,4487,34.062111,-118.446922,4572,34.02948,-118.410469,22538,30,One Way,Monthly Pass,electric
475678223,15,1/1/2025 9:31,1/1/2025 9:46,4515,34.039742,-118.442268,4514,34.046211,-118.451172,13692,30,One Way,Monthly Pass,standard
475696604,118,1/1/2025 9:32,1/1/2025 11:30,4523,34.068748,-118.30928,4523,34.068748,-118.30928,29875,1,Round Trip,One Day Pass,electric
475934036,90,1/1/2025 9:52,1/1/2025 11:22,4569,34.02655,-118.408463,3000,,,30021,1,One Way,Walk-up,electric
475685573,11,1/1/2025 9:55,1/1/2025 10:06,3078,34.064281,-118.238937,3062,34.047749,-118.243172,16173,365,One Way,Annual Pass,standard
475685510,11,1/1/2025 9:58,1/1/2025 10:09,3022,34.04607,-118.233093,4672,34.045021,-118.253189,25591,30,One Way,Monthly Pass,electric
475685511,11,1/1/2025 9:58,1/1/2025 10:09,3022,34.04607,-118.233093,4672,34.045021,-118.253189,25257,30,One Way,Monthly Pass,electric
475686295,28,1/1/2025 10:02,1/1/2025 10:30,4214,33.99556,-118.481552,4214,33.99556,-118.481552,05727,1,Round Trip,Walk-up,standard
475686302,28,1/1/2025 10:02,1/1/2025 10:30,4214,33.99556,-118.481552,4214,33.99556,-118.481552,12029,30,Round Trip,Monthly Pass,standard
475685494,4,1/1/2025 10:04,1/1/2025 10:08,4212,33.988129,-118.471741,4210,33.984341,-118.47155,15686,30,One Way,Monthly Pass,standard
475685489,1,1/1/2025 10:06,1/1/2025 10:07,4545,33.95879,-118.44828,4545,33.95879,-118.44828,29316,1,Round Trip,Walk-up,electric
475685733,9,1/1/2025 10:06,1/1/2025 10:15,3047,34.039982,-118.266403,4217,34.04031,-118.25827,23942,30,One Way,Monthly Pass,electric
475685721,7,1/1/2025 10:07,1/1/2025 10:14,3047,34.039982,-118.266403,4217,34.04031,-118.25827,28788,30,One Way,Monthly Pass,electric
475685654,3,1/1/2025 10:09,1/1/2025 10:12,4439,34.090969,-118.286247,4493,34.090279,-118.277191,19331,365,One Way,Annual Pass,electric
475695455,64,1/1/2025 10:09,1/1/2025 11:13,4552,33.990971,-118.421303,4214,33.99556,-118.481552,26554,1,One Way,Walk-up,electric
475685828,7,1/1/2025 10:10,1/1/2025 10:17,4202,33.991161,-118.468292,4209,33.996239,-118.477448,15376,30,One Way,Monthly Pass,standard
475686777,28,1/1/2025 10:11,1/1/2025 10:38,4545,33.95879,-118.44828,4544,33.928459,-118.435204,14787,1,One Way,One Day Pass,standard
475687803,46,1/1/2025 10:12,1/1/2025 10:58,4572,34.02948,-118.410469,4548,34.026829,-118.393517,22538,30,One Way,Monthly Pass,electric
475685850,4,1/1/2025 10:14,1/1/2025 10:18,4315,34.054031,-118.27092,4300,34.04887,-118.2743,13737,30,One Way,Monthly Pass,standard
475686348,16,1/1/2025 10:15,1/1/2025 10:31,4217,34.04031,-118.25827,3006,34.04554,-118.256668,28788,30,One Way,Monthly Pass,electric
475686357,15,1/1/2025 10:16,1/1/2025 10:31,4217,34.04031,-118.25827,3006,34.04554,-118.256668,29921,30,One Way,Monthly Pass,electric
475686165,9,1/1/2025 10:18,1/1/2025 10:27,4209,33.996239,-118.477448,4215,34.014309,-118.491341,26417,30,One Way,Monthly Pass,electric
475686193,10,1/1/2025 10:18,1/1/2025 10:28,4300,34.04887,-118.2743,3018,34.043732,-118.260139,28050,30,One Way,Monthly Pass,electric
475687071,25,1/1/2025 10:19,1/1/2025 10:44,4211,33.984928,-118.469963,4214,33.99556,-118.481552,13368,1,One Way,Walk-up,standard
475695444,54,1/1/2025 10:19,1/1/2025 11:13,4300,34.04887,-118.2743,3000,,,17722,30,One Way,Monthly Pass,electric
475729790,238,1/1/2025 10:20,1/1/2025 14:18,4214,33.99556,-118.481552,4214,33.99556,-118.481552,15320,1,Round Trip,Walk-up,standard
475729714,238,1/1/2025 10:20,1/1/2025 14:18,4214,33.99556,-118.481552,4214,33.99556,-118.481552,13987,1,Round Trip,Walk-up,standard
475695964,62,1/1/2025 10:20,1/1/2025 11:22,4214,33.99556,-118.481552,4214,33.99556,-118.481552,13394,1,Round Trip,Walk-up,standard
475686113,4,1/1/2025 10:21,1/1/2025 10:25,4518,34.057968,-118.299751,4304,34.06258,-118.290092,26600,365,One Way,Annual Pass,electric
475695427,51,1/1/2025 10:21,1/1/2025 11:12,4545,33.95879,-118.44828,4548,34.026829,-118.393517,15251,1,One Way,Walk-up,standard
475686286,9,1/1/2025 10:21,1/1/2025 10:30,4547,33.9897,-118.448883,4202,33.991161,-118.468292,25848,1,One Way,One Day Pass,electric
475687311,25,1/1/2025 10:23,1/1/2025 10:48,4558,34.025688,-118.395302,4558,34.025688,-118.395302,15812,30,Round Trip,Monthly Pass,standard
475687047,18,1/1/2025 10:25,1/1/2025 10:43,4215,34.014309,-118.491341,4215,34.014309,-118.491341,24833,30,Round Trip,Monthly Pass,electric
475687075,19,1/1/2025 10:25,1/1/2025 10:44,4211,33.984928,-118.469963,4214,33.99556,-118.481552,14007,1,One Way,Walk-up,standard
475686542,8,1/1/2025 10:26,1/1/2025 10:34,4572,34.02948,-118.410469,4569,34.02655,-118.408463,30593,30,One Way,Monthly Pass,electric
475695200,40,1/1/2025 10:28,1/1/2025 11:07,4214,33.99556,-118.481552,4214,33.99556,-118.481552,18419,1,Round Trip,Walk-up,electric
475695439,45,1/1/2025 10:28,1/1/2025 11:13,4544,33.928459,-118.435204,4544,33.928459,-118.435204,13530,1,Round Trip,One Day Pass,standard
475695447,45,1/1/2025 10:28,1/1/2025 11:13,4544,33.928459,-118.435204,4544,33.928459,-118.435204,20209,1,Round Trip,One Day Pass,standard
475687210,18,1/1/2025 10:28,1/1/2025 10:47,4487,34.062111,-118.446922,4487,34.062111,-118.446922,30647,30,Round Trip,Monthly Pass,electric
475687096,15,1/1/2025 10:29,1/1/2025 10:44,4439,34.090969,-118.286247,4455,34.10936,-118.271812,16018,30,One Way,Monthly Pass,standard
475696519,60,1/1/2025 10:29,1/1/2025 11:29,4491,34.04744,-118.24794,3048,34.041691,-118.235352,19289,30,One Way,Monthly Pass,electric
475690099,31,1/1/2025 10:29,1/1/2025 11:00,3018,34.043732,-118.260139,3006,34.04554,-118.256668,28050,30,One Way,Monthly Pass,electric
475686786,9,1/1/2025 10:30,1/1/2025 10:39,4216,34.023392,-118.479637,4215,34.014309,-118.491341,15169,30,One Way,Monthly Pass,standard
475687529,21,1/1/2025 10:31,1/1/2025 10:52,4204,33.988419,-118.45163,4214,33.99556,-118.481552,15636,1,One Way,Walk-up,standard
475687849,27,1/1/2025 10:32,1/1/2025 10:59,3006,34.04554,-118.256668,3019,34.038609,-118.260857,29921,30,One Way,Monthly Pass,electric
475686530,1,1/1/2025 10:33,1/1/2025 10:34,3006,34.04554,-118.256668,3006,34.04554,-118.256668,28788,30,Round Trip,Monthly Pass,electric
475686697,3,1/1/2025 10:34,1/1/2025 10:37,4209,33.996239,-118.477448,4208,33.99868,-118.472977,13968,30,One Way,Monthly Pass,standard
475686790,4,1/1/2025 10:35,1/1/2025 10:39,3006,34.04554,-118.256668,4672,34.045021,-118.253189,06706,30,One Way,Monthly Pass,standard
475686997,7,1/1/2025 10:35,1/1/2025 10:42,4569,34.02655,-118.408463,4563,34.017448,-118.409569,30572,30,One Way,Monthly Pass,electric
475696115,47,1/1/2025 10:37,1/1/2025 11:24,4544,33.928459,-118.435204,4544,33.928459,-118.435204,13234,1,Round Trip,Walk-up,standard
475687608,17,1/1/2025 10:37,1/1/2025 10:54,4208,33.99868,-118.472977,4555,34.005871,-118.429161,28380,30,One Way,Monthly Pass,electric
475690101,20,1/1/2025 10:40,1/1/2025 11:00,4672,34.045021,-118.253189,3019,34.038609,-118.260857,25257,30,One Way,Monthly Pass,electric
475695021,23,1/1/2025 10:41,1/1/2025 11:04,4450,34.063492,-118.287163,4523,34.068748,-118.30928,27886,365,One Way,Annual Pass,electric
475695766,37,1/1/2025 10:41,1/1/2025 11:18,4207,34.000881,-118.46891,4208,33.99868,-118.472977,13699,30,One Way,Monthly Pass,standard
475698338,76,1/1/2025 10:41,1/1/2025 11:57,4544,33.928459,-118.435204,4545,33.95879,-118.44828,05728,1,One Way,Walk-up,standard
475687714,11,1/1/2025 10:45,1/1/2025 10:56,4455,34.10936,-118.271812,4472,34.092602,-118.28093,12400,30,One Way,Monthly Pass,standard
475687618,5,1/1/2025 10:49,1/1/2025 10:54,4472,34.092602,-118.28093,4493,34.090279,-118.277191,05999,30,One Way,Monthly Pass,standard
475696174,35,1/1/2025 10:50,1/1/2025 11:25,4215,34.014309,-118.491341,4210,33.984341,-118.47155,05777,1,One Way,Walk-up,standard
475716928,15,1/1/2025 10:50,1/1/2025 11:05,3019,34.038609,-118.260857,3000,,,15123,30,One Way,Monthly Pass,standard
475696175,35,1/1/2025 10:50,1/1/2025 11:25,4215,34.014309,-118.491341,4210,33.984341,-118.47155,13988,1,One Way,Walk-up,standard
475688996,9,1/1/2025 10:51,1/1/2025 11:00,4572,34.02948,-118.410469,4548,34.026829,-118.393517,13746,1,One Way,Walk-up,standard
475695004,12,1/1/2025 10:51,1/1/2025 11:03,4487,34.062111,-118.446922,4643,34.07262,-118.44944,29986,30,One Way,Monthly Pass,electric
475695164,12,1/1/2025 10:55,1/1/2025 11:07,4493,34.090279,-118.277191,4401,34.075611,-118.291862,19331,30,One Way,Monthly Pass,electric
475695619,16,1/1/2025 10:59,1/1/2025 11:15,4548,34.026829,-118.393517,4571,34.027649,-118.413559,17011,30,One Way,Monthly Pass,electric
475696061,24,1/1/2025 11:00,1/1/2025 11:24,3019,34.038609,-118.260857,3011,34.041119,-118.26796,29921,30,One Way,Monthly Pass,electric
475698462,57,1/1/2025 11:01,1/1/2025 11:58,3006,34.04554,-118.256668,3030,34.051941,-118.24353,28788,30,One Way,Monthly Pass,electric
475696087,23,1/1/2025 11:01,1/1/2025 11:24,3019,34.038609,-118.260857,3011,34.041119,-118.26796,25257,30,One Way,Monthly Pass,electric
475695418,8,1/1/2025 11:04,1/1/2025 11:12,4643,34.07262,-118.44944,4487,34.062111,-118.446922,29986,30,One Way,Monthly Pass,electric
475696777,6,1/1/2025 11:05,1/1/2025 11:11,4523,34.068748,-118.30928,3000,,,27886,365,One Way,Annual Pass,electric
475707094,75,1/1/2025 11:06,1/1/2025 12:21,4568,34.029121,-118.403168,4568,34.029121,-118.403168,05839,1,Round Trip,Walk-up,standard
475695382,3,1/1/2025 11:08,1/1/2025 11:11,4472,34.092602,-118.28093,4439,34.090969,-118.286247,12400,30,One Way,Monthly Pass,standard
475696055,15,1/1/2025 11:08,1/1/2025 11:23,3074,34.04417,-118.261169,3064,34.046131,-118.257591,20200,30,One Way,Monthly Pass,standard
475705884,54,1/1/2025 11:09,1/1/2025 12:03,4211,33.984928,-118.469963,4215,34.014309,-118.491341,15375,1,One Way,Walk-up,standard
475705892,54,1/1/2025 11:09,1/1/2025 12:03,4211,33.984928,-118.469963,4215,34.014309,-118.491341,14024,1,One Way,Walk-up,standard
475696001,10,1/1/2025 11:12,1/1/2025 11:22,4563,34.017448,-118.409569,4558,34.025688,-118.395302,30572,30,One Way,Monthly Pass,electric
475717513,118,1/1/2025 11:13,1/1/2025 13:11,4557,34.011799,-118.419441,4555,34.005871,-118.429161,24456,1,One Way,One Day Pass,electric
475696633,17,1/1/2025 11:13,1/1/2025 11:30,4214,33.99556,-118.481552,4210,33.984341,-118.47155,15636,1,One Way,Walk-up,standard
475696645,16,1/1/2025 11:15,1/1/2025 11:31,4214,33.99556,-118.481552,4210,33.984341,-118.47155,14007,1,One Way,Walk-up,standard
475695800,2,1/1/2025 11:16,1/1/2025 11:18,4571,34.027649,-118.413559,4569,34.02655,-118.408463,17011,30,One Way,Monthly Pass,electric
475706096,49,1/1/2025 11:17,1/1/2025 12:06,4558,34.025688,-118.395302,4563,34.017448,-118.409569,15762,30,One Way,Monthly Pass,standard
475695807,1,1/1/2025 11:18,1/1/2025 11:19,3008,34.046612,-118.262733,3008,34.046612,-118.262733,12393,30,Round Trip,Monthly Pass,standard
475697096,17,1/1/2025 11:19,1/1/2025 11:36,3008,34.046612,-118.262733,4217,34.04031,-118.25827,13218,30,One Way,Monthly Pass,standard
475695857,1,1/1/2025 11:19,1/1/2025 11:20,4487,34.062111,-118.446922,4487,34.062111,-118.446922,29986,30,Round Trip,Monthly Pass,electric
475696059,4,1/1/2025 11:19,1/1/2025 11:23,4208,33.99868,-118.472977,4213,33.995369,-118.464798,26728,30,One Way,Monthly Pass,electric
475697273,18,1/1/2025 11:20,1/1/2025 11:38,4487,34.062111,-118.446922,4487,34.062111,-118.446922,29986,30,Round Trip,Monthly Pass,electric
475696353,7,1/1/2025 11:20,1/1/2025 11:27,4569,34.02655,-118.408463,4562,34.02697,-118.428207,30593,30,One Way,Monthly Pass,electric
475705738,42,1/1/2025 11:20,1/1/2025 12:02,4483,34.1007,-118.259117,4483,34.1007,-118.259117,24281,1,Round Trip,Walk-up,electric
475706542,50,1/1/2025 11:23,1/1/2025 12:13,4599,34.168751,-118.36187,4599,34.168751,-118.36187,15700,1,Round Trip,Walk-up,standard
